[00:09:28.600 --> 00:09:31.100]  今天的話大概我們是從兩個維度
[01:26:34.700 --> 01:26:35.700]  K線的上漲
[01:26:35.700 --> 01:26:37.700]  它沒有辦法去反彈
[01:26:37.700 --> 01:26:40.700]  K線的上漲它沒有辦法帶動市的變化
[01:26:40.700 --> 01:26:42.700]  那麼還是以市為主
[01:26:42.700 --> 01:26:43.700]  還在什麼
[01:26:43.700 --> 01:26:45.700]  空頭
[01:26:45.700 --> 01:26:47.700]  以市為主
[01:26:47.700 --> 01:26:49.700]  包括我們現在這個位置也是一樣的
[01:26:49.700 --> 01:26:50.700]  大家可以看到
[01:26:50.700 --> 01:26:51.700]  先看陽線
[01:26:51.700 --> 01:26:54.700]  這裡是不是上價格的上漲
[01:26:54.700 --> 01:26:56.700]  有沒有帶動市的變化
[01:26:56.700 --> 01:26:57.700]  沒有
[01:26:57.700 --> 01:26:59.700]  那麼搭的市還是空頭
[01:26:59.700 --> 01:27:01.700]  這是我們回到了月線是空頭
[01:27:01.700 --> 01:27:03.700]  那麼它的機會昭線是空頭
[01:27:03.700 --> 01:27:06.700]  就回到了日線的短線反彈
[01:27:06.700 --> 01:27:07.700]  民保利是沒有
[01:27:07.700 --> 01:27:11.700]  就是你就不要想說這個股票我要做趨勢做波段
[01:27:11.700 --> 01:27:13.700]  我們所謂的做趨勢做波段
[01:27:13.700 --> 01:27:15.700]  月線必須是轉為多頭
[01:27:15.700 --> 01:27:17.700]  我們不會給大家看的
[01:27:17.700 --> 01:27:19.700]  所以還是屬於這種
[01:27:19.700 --> 01:27:20.700]  那麼反過我們可以看到
[01:27:20.700 --> 01:27:21.700]  這個位置看陰線
[01:27:21.700 --> 01:27:23.700]  空頭
[01:27:23.700 --> 01:27:26.700]  5和10和20是空頭
[01:27:26.700 --> 01:27:29.700]  陰線是不是在市區價格的陰線
[01:27:29.700 --> 01:27:33.700]  空頭裡面出現陰線代表的順勢而為
[01:27:33.700 --> 01:27:37.700]  就是還會繼續延續原來的市
[01:27:37.700 --> 01:27:38.700]  空頭就出陰線
[01:27:38.700 --> 01:27:40.700]  那就是繼續順勢
[01:27:40.700 --> 01:27:42.700]  這裡的價格沒有辦法帶動市
[01:27:42.700 --> 01:27:44.700]  還是什麼沒有改變
[01:27:44.700 --> 01:27:46.700]  再次出陰線就是順勢而為
[01:27:46.700 --> 01:27:48.700]  出陰線繼續順勢而為
[01:27:48.700 --> 01:27:49.700]  這又是什麼
[01:27:49.700 --> 01:27:50.700]  陽線
[01:27:50.700 --> 01:27:51.700]  月線我們講中長期
[01:27:51.700 --> 01:27:52.700]  再次強調
[01:27:52.700 --> 01:27:54.700]  我們如果你是看中長期機會
[01:27:54.700 --> 01:27:57.700]  你就盯著月線的中期去研究
[01:27:57.700 --> 01:27:59.700]  如果是盯中期的機會
[01:27:59.700 --> 01:28:01.700]  你就盯著什麼
[01:28:01.700 --> 01:28:03.700]  週線的週期去研究
[01:28:03.700 --> 01:28:05.700]  如果是短線日線的機會
[01:28:05.700 --> 01:28:06.700]  你就盯著什麼
[01:28:06.700 --> 01:28:08.700]  日線去研究
[01:28:08.700 --> 01:28:11.700]  日線研究週線沒有形成合力
[01:28:11.700 --> 01:28:14.700]  板塊熱點照樣也上漲了
[01:28:14.700 --> 01:28:15.700]  大家明白我的意思沒有
[01:28:15.700 --> 01:28:16.700]  就是你一定要明白
[01:28:16.700 --> 01:28:17.700]  我現在
[01:28:17.700 --> 01:28:18.700]  比如說現在這個市場環境
[01:28:18.700 --> 01:28:20.700]  我就建議大家只看看日線就好了
[01:28:20.700 --> 01:28:23.700]  你看週線太難看了
[01:28:23.700 --> 01:28:24.700]  所有的日線的機會
[01:28:24.700 --> 01:28:25.700]  一旦看著週線
[01:28:25.700 --> 01:28:28.700]  一旦看著月線都不是機會
[01:28:28.700 --> 01:28:29.700]  大家是不是這樣
[01:28:29.700 --> 01:28:30.700]  所以我只是做短期
[01:28:30.700 --> 01:28:32.700]  你就在日線上面就透就好了
[01:28:32.700 --> 01:28:33.700]  好
[01:28:33.700 --> 01:28:36.700]  休息會吧
[01:28:36.700 --> 01:28:38.700]  大家要10點半了好快
[01:28:38.700 --> 01:28:39.700]  休息會吧
[01:28:39.700 --> 01:28:43.700]  今天上午就把這個要給大家講明白
[01:28:43.700 --> 01:28:44.700]  到每一個卡點
[01:28:44.700 --> 01:28:47.700]  稍微休息個15 10分鐘吧

