[00:00:00.000 --> 00:00:03.000]  大家學就應該學明白
[01:10:44.280 --> 01:10:45.280]  好
[01:10:45.280 --> 01:10:46.280]  好
[01:10:46.280 --> 01:10:47.280]  好
[01:10:47.280 --> 01:10:48.280]  好
[01:10:48.280 --> 01:10:49.280]  好
[01:10:49.280 --> 01:10:50.280]  好
[01:10:50.280 --> 01:10:51.280]  好
[01:10:51.280 --> 01:10:52.280]  好
[01:10:52.280 --> 01:10:53.280]  好
[01:10:53.280 --> 01:10:54.280]  好
[01:10:54.280 --> 01:10:55.280]  好
[01:10:55.280 --> 01:10:56.280]  好
[01:10:56.280 --> 01:10:57.280]  好
[01:10:57.280 --> 01:10:58.280]  好
[01:10:58.280 --> 01:10:59.280]  好
[01:10:59.280 --> 01:11:00.280]  好
[01:11:00.280 --> 01:11:01.280]  好
[01:11:01.280 --> 01:11:02.280]  好
[01:11:02.280 --> 01:11:03.280]  好
[01:11:03.280 --> 01:11:04.280]  好
[01:11:04.280 --> 01:11:05.280]  好
[01:11:05.280 --> 01:11:06.280]  好
[01:11:06.280 --> 01:11:07.280]  好
[01:11:07.280 --> 01:11:08.280]  好
[01:11:08.280 --> 01:11:09.280]  好
[01:11:09.280 --> 01:11:10.280]  好
[01:11:10.280 --> 01:11:11.280]  好
[01:11:11.280 --> 01:11:12.280]  好
[01:11:12.280 --> 01:11:13.280]  好
[01:11:13.280 --> 01:11:14.280]  好
[01:11:14.280 --> 01:11:15.280]  好
[01:11:15.280 --> 01:11:16.280]  好
[01:11:16.280 --> 01:11:17.280]  好
[01:11:17.280 --> 01:11:18.280]  好
[01:11:18.280 --> 01:11:19.280]  好
[01:11:19.280 --> 01:11:20.280]  好
[01:11:20.280 --> 01:11:21.280]  好
[01:11:21.280 --> 01:11:22.280]  好
[01:11:22.280 --> 01:11:23.280]  好
[01:11:23.280 --> 01:11:24.280]  好
[01:11:24.280 --> 01:11:25.280]  好
[01:11:25.280 --> 01:11:26.280]  好
[01:11:26.280 --> 01:11:27.280]  好
[01:11:27.280 --> 01:11:28.280]  好
[01:11:28.280 --> 01:11:29.280]  好
[01:11:29.280 --> 01:11:30.280]  好
[01:11:30.280 --> 01:11:31.280]  好
[01:11:31.280 --> 01:11:32.280]  好
[01:11:32.280 --> 01:11:33.280]  好
[01:11:33.280 --> 01:11:34.280]  好
[01:11:34.280 --> 01:11:35.280]  好
[01:11:35.280 --> 01:11:36.280]  好
[01:11:36.280 --> 01:11:37.280]  好
[01:11:37.280 --> 01:11:38.280]  好
[01:11:38.280 --> 01:11:39.280]  好
[01:11:39.280 --> 01:11:40.280]  好
[01:11:40.280 --> 01:11:41.280]  好
[01:11:41.280 --> 01:11:42.280]  好
[01:11:42.280 --> 01:11:43.280]  好
[01:11:43.280 --> 01:11:44.280]  好
[01:11:44.280 --> 01:11:45.280]  好
[01:11:45.280 --> 01:11:46.280]  好
[01:11:46.280 --> 01:11:47.280]  好
[01:11:47.280 --> 01:11:48.280]  好
[01:11:48.280 --> 01:11:49.280]  好
[01:11:49.280 --> 01:11:50.280]  好
[01:11:50.280 --> 01:11:51.280]  好
[01:11:51.280 --> 01:11:52.280]  好
[01:11:52.280 --> 01:11:53.280]  好
[01:11:53.280 --> 01:11:54.280]  好
[01:11:54.280 --> 01:11:55.280]  好
[01:11:55.280 --> 01:11:56.280]  好
[01:11:56.280 --> 01:11:57.280]  好
[01:11:57.280 --> 01:11:58.280]  好
[01:11:58.280 --> 01:11:59.280]  好
[01:11:59.280 --> 01:12:00.280]  好
[01:12:00.280 --> 01:12:01.280]  好
[01:12:01.280 --> 01:12:02.280]  好
[01:12:02.280 --> 01:12:03.280]  好
[01:12:03.280 --> 01:12:04.280]  好
[01:12:04.280 --> 01:12:05.280]  好
[01:12:05.280 --> 01:12:06.280]  好
[01:12:06.280 --> 01:12:07.280]  好
[01:12:07.280 --> 01:12:08.280]  好
[01:12:08.280 --> 01:12:09.280]  好
[01:12:09.280 --> 01:12:10.280]  好
[01:12:10.280 --> 01:12:11.280]  好
[01:12:11.280 --> 01:12:12.280]  好
[01:12:12.280 --> 01:12:13.280]  好
[01:12:13.280 --> 01:12:14.280]  好
[01:12:14.280 --> 01:12:15.280]  好
[01:12:15.280 --> 01:12:16.280]  好
[01:12:16.280 --> 01:12:17.280]  好
[01:12:17.280 --> 01:12:18.280]  好
[01:12:18.280 --> 01:12:19.280]  好
[01:12:19.280 --> 01:12:20.280]  好
[01:12:20.280 --> 01:12:21.280]  好
[01:12:21.280 --> 01:12:22.280]  好
[01:12:22.280 --> 01:12:23.280]  好
[01:12:23.280 --> 01:12:24.280]  好
[01:12:24.280 --> 01:12:25.280]  好
[01:12:25.280 --> 01:12:26.280]  好
[01:12:26.280 --> 01:12:27.280]  好
[01:12:27.280 --> 01:12:28.280]  好
[01:12:28.280 --> 01:12:29.280]  好
[01:12:29.280 --> 01:12:30.280]  好
[01:12:30.280 --> 01:12:31.280]  好
[01:12:31.280 --> 01:12:32.280]  好
[01:12:32.280 --> 01:12:33.280]  好
[01:12:33.280 --> 01:12:34.280]  好
[01:12:34.280 --> 01:12:35.280]  好
[01:12:35.280 --> 01:12:36.280]  好
[01:12:36.280 --> 01:12:37.280]  好
[01:12:37.280 --> 01:12:38.280]  好
[01:12:38.280 --> 01:12:39.280]  好
[01:12:39.280 --> 01:12:40.280]  好
[01:12:40.280 --> 01:12:41.280]  好
[01:12:41.280 --> 01:12:42.280]  好
[01:12:42.280 --> 01:12:43.280]  好
[01:12:43.280 --> 01:12:44.280]  好
[01:12:44.280 --> 01:12:45.280]  好
[01:12:45.280 --> 01:12:46.280]  好
[01:12:46.280 --> 01:12:47.280]  好
[01:12:47.280 --> 01:12:48.280]  好
[01:12:48.280 --> 01:12:49.280]  好
[01:12:49.280 --> 01:12:50.280]  好
[01:12:50.280 --> 01:12:51.280]  好
[01:12:51.280 --> 01:12:52.280]  好
[01:12:52.280 --> 01:12:53.280]  好
[01:12:53.280 --> 01:12:54.280]  好
[01:12:54.280 --> 01:12:55.280]  好
[01:12:55.280 --> 01:12:56.280]  好
[01:12:56.280 --> 01:12:57.280]  好
[01:12:57.280 --> 01:12:58.280]  好
[01:12:58.280 --> 01:12:59.280]  好
[01:12:59.280 --> 01:13:00.280]  好
[01:13:00.280 --> 01:13:01.280]  好
[01:13:01.280 --> 01:13:02.280]  好
[01:13:02.280 --> 01:13:03.280]  好
[01:13:03.280 --> 01:13:04.280]  好
[01:13:04.280 --> 01:13:05.280]  好
[01:13:05.280 --> 01:13:06.280]  好
[01:13:06.280 --> 01:13:07.280]  好
[01:13:07.280 --> 01:13:08.280]  好
[01:13:08.280 --> 01:13:09.280]  好
[01:13:09.280 --> 01:13:10.280]  好
[01:13:10.280 --> 01:13:11.280]  好
[01:13:11.280 --> 01:13:12.280]  好
[01:13:12.280 --> 01:13:13.280]  好
[01:13:13.280 --> 01:13:14.280]  好
[01:13:14.280 --> 01:13:15.280]  好
[01:13:15.280 --> 01:13:16.280]  好
[01:13:16.280 --> 01:13:17.280]  好
[01:13:17.280 --> 01:13:18.280]  好
[01:13:18.280 --> 01:13:19.280]  好
[01:13:19.280 --> 01:13:20.280]  好
[01:13:20.280 --> 01:13:21.280]  好
[01:13:21.280 --> 01:13:22.280]  好
[01:13:22.280 --> 01:13:23.280]  好
[01:13:23.280 --> 01:13:24.280]  好
[01:13:24.280 --> 01:13:25.280]  好
[01:13:25.280 --> 01:13:26.280]  好
[01:13:26.280 --> 01:13:27.280]  好
[01:13:27.280 --> 01:13:28.280]  好
[01:13:30.280 --> 01:13:31.280]  好
[01:13:31.280 --> 01:13:32.280]  好
[01:13:32.280 --> 01:13:33.280]  好
[01:13:33.280 --> 01:13:34.280]  好
[01:13:34.280 --> 01:13:35.280]  好
[01:13:35.280 --> 01:13:36.280]  好
[01:13:36.280 --> 01:13:37.280]  好
[01:13:37.280 --> 01:13:38.280]  好
[01:13:38.280 --> 01:13:39.280]  好
[01:13:39.280 --> 01:13:40.280]  好
[01:13:40.280 --> 01:13:41.280]  好
[01:13:41.280 --> 01:13:42.280]  好
[01:13:42.280 --> 01:13:43.280]  好
[01:13:43.280 --> 01:13:44.280]  好
[01:13:44.280 --> 01:13:45.280]  好
[01:13:45.280 --> 01:13:46.280]  好
[01:13:46.280 --> 01:13:47.280]  好
[01:13:47.280 --> 01:13:48.280]  好
[01:13:48.280 --> 01:13:49.280]  好
[01:13:49.280 --> 01:13:50.280]  好
[01:13:50.280 --> 01:13:51.280]  好
[01:13:51.280 --> 01:13:52.280]  好
[01:13:52.280 --> 01:13:53.280]  好
[01:13:53.280 --> 01:13:54.280]  好
[01:13:54.280 --> 01:13:55.280]  好
[01:13:55.280 --> 01:13:56.280]  好
[01:13:56.280 --> 01:13:57.280]  好
[01:13:57.280 --> 01:13:58.280]  好
[01:13:58.280 --> 01:13:59.280]  好
[01:13:59.280 --> 01:14:00.280]  好
[01:14:00.280 --> 01:14:01.280]  好
[01:14:01.280 --> 01:14:02.280]  好
[01:14:02.280 --> 01:14:03.280]  好
[01:14:03.280 --> 01:14:04.280]  好
[01:14:04.280 --> 01:14:05.280]  好
[01:14:05.280 --> 01:14:06.280]  好
[01:14:06.280 --> 01:14:07.280]  好
[01:14:07.280 --> 01:14:08.280]  好
[01:14:08.280 --> 01:14:09.280]  好
[01:14:09.280 --> 01:14:10.280]  好
[01:14:10.280 --> 01:14:11.280]  好
[01:14:11.280 --> 01:14:12.280]  好
[01:14:12.280 --> 01:14:13.280]  好
[01:14:13.280 --> 01:14:14.280]  好
[01:14:14.280 --> 01:14:15.280]  好
[01:14:15.280 --> 01:14:16.280]  好
[01:14:16.280 --> 01:14:17.280]  好
[01:14:17.280 --> 01:14:18.280]  好
[01:14:18.280 --> 01:14:19.280]  好
[01:14:19.280 --> 01:14:20.280]  好
[01:14:20.280 --> 01:14:21.280]  好
[01:14:21.280 --> 01:14:22.280]  好
[01:14:22.280 --> 01:14:23.280]  好
[01:14:23.280 --> 01:14:24.280]  好
[01:14:24.280 --> 01:14:25.280]  好
[01:14:25.280 --> 01:14:26.280]  好
[01:14:26.280 --> 01:14:27.280]  好
[01:14:27.280 --> 01:14:28.280]  好
[01:14:28.280 --> 01:14:29.280]  好
[01:14:29.280 --> 01:14:30.280]  好
[01:14:30.280 --> 01:14:31.280]  好
[01:14:31.280 --> 01:14:32.280]  好
[01:14:32.280 --> 01:14:33.280]  好
[01:14:33.280 --> 01:14:34.280]  好
[01:14:34.280 --> 01:14:35.280]  好
[01:14:35.280 --> 01:14:36.280]  好
[01:14:36.280 --> 01:14:37.280]  好
[01:14:37.280 --> 01:14:38.280]  好
[01:14:38.280 --> 01:14:39.280]  好
[01:14:39.280 --> 01:14:40.280]  好
[01:14:40.280 --> 01:14:41.280]  好
[01:14:41.280 --> 01:14:42.280]  好
[01:14:42.280 --> 01:14:43.280]  好
[01:14:43.280 --> 01:14:44.280]  好
[01:14:44.280 --> 01:14:45.280]  好
[01:14:45.280 --> 01:14:46.280]  好
[01:14:46.280 --> 01:14:47.280]  好
[01:14:47.280 --> 01:14:48.280]  好
[01:14:48.280 --> 01:14:49.280]  好
[01:14:49.280 --> 01:14:50.280]  好
[01:14:50.280 --> 01:14:51.280]  好
[01:14:51.280 --> 01:14:52.280]  好
[01:14:52.280 --> 01:14:53.280]  好
[01:14:53.280 --> 01:14:54.280]  好
[01:14:54.280 --> 01:14:55.280]  好
[01:14:55.280 --> 01:14:56.280]  好
[01:14:56.280 --> 01:14:57.280]  好
[01:14:57.280 --> 01:14:58.280]  好
[01:14:58.280 --> 01:14:59.280]  好
[01:14:59.280 --> 01:15:00.280]  好
[01:15:00.280 --> 01:15:01.280]  好
[01:15:01.280 --> 01:15:02.280]  好
[01:15:02.280 --> 01:15:03.280]  好
[01:15:03.280 --> 01:15:04.280]  好
[01:15:04.280 --> 01:15:05.280]  好
[01:15:05.280 --> 01:15:06.280]  好
[01:15:06.280 --> 01:15:07.280]  好
[01:15:07.280 --> 01:15:08.280]  好
[01:15:08.280 --> 01:15:09.280]  好
[01:15:09.280 --> 01:15:10.280]  好
[01:15:10.280 --> 01:15:11.280]  好
[01:15:11.280 --> 01:15:12.280]  好
[01:15:12.280 --> 01:15:13.280]  好
[01:15:13.280 --> 01:15:14.280]  好
[01:15:14.280 --> 01:15:15.280]  好
[01:15:15.280 --> 01:15:16.280]  好
[01:15:16.280 --> 01:15:17.280]  好
[01:15:17.280 --> 01:15:18.280]  好
[01:15:18.280 --> 01:15:19.280]  好
[01:15:19.280 --> 01:15:20.280]  好
[01:15:20.280 --> 01:15:21.280]  好
[01:15:21.280 --> 01:15:22.280]  好
[01:15:22.280 --> 01:15:23.280]  好
[01:15:23.280 --> 01:15:24.280]  好
[01:15:24.280 --> 01:15:25.280]  好
[01:15:25.280 --> 01:15:26.280]  好
[01:15:26.280 --> 01:15:27.280]  好
[01:15:27.280 --> 01:15:28.280]  好
[01:15:28.280 --> 01:15:29.280]  好
[01:15:29.280 --> 01:15:30.280]  好
[01:15:30.280 --> 01:15:31.280]  好
[01:15:31.280 --> 01:15:32.280]  好
[01:15:32.280 --> 01:15:33.280]  好
[01:15:33.280 --> 01:15:34.280]  好
[01:15:34.280 --> 01:15:35.280]  好
[01:15:35.280 --> 01:15:36.280]  好
[01:15:36.280 --> 01:15:37.280]  好
[01:15:37.280 --> 01:15:38.280]  好
[01:15:38.280 --> 01:15:39.280]  好
[01:15:39.280 --> 01:15:40.280]  好
[01:15:40.280 --> 01:15:41.280]  好
[01:15:41.280 --> 01:15:42.280]  好
[01:15:42.280 --> 01:15:43.280]  好
[01:15:43.280 --> 01:15:44.280]  好
[01:15:44.280 --> 01:15:45.280]  好
[01:15:45.280 --> 01:15:46.280]  好
[01:15:46.280 --> 01:15:47.280]  好
[01:15:47.280 --> 01:15:48.280]  好
[01:15:48.280 --> 01:15:49.280]  好
[01:15:49.280 --> 01:15:50.280]  好
[01:15:50.280 --> 01:15:51.280]  好
[01:15:51.280 --> 01:15:52.280]  好
[01:15:52.280 --> 01:15:53.280]  好
[01:15:53.280 --> 01:15:54.280]  好
[01:15:54.280 --> 01:15:55.280]  好
[01:15:55.280 --> 01:15:56.280]  好
[01:15:56.280 --> 01:15:57.280]  好
[01:15:57.280 --> 01:15:58.280]  好
[01:15:58.280 --> 01:15:59.280]  好
[01:15:59.280 --> 01:16:00.280]  好
[01:16:00.280 --> 01:16:01.280]  好
[01:16:01.280 --> 01:16:02.280]  好
[01:16:02.280 --> 01:16:03.280]  好
[01:16:03.280 --> 01:16:04.280]  好
[01:16:04.280 --> 01:16:05.280]  好
[01:16:05.280 --> 01:16:06.280]  好
[01:16:06.280 --> 01:16:07.280]  好
[01:16:07.280 --> 01:16:08.280]  好
[01:16:08.280 --> 01:16:09.280]  好
[01:16:09.280 --> 01:16:10.280]  好
[01:16:10.280 --> 01:16:11.280]  好
[01:16:11.280 --> 01:16:12.280]  好
[01:16:12.280 --> 01:16:13.280]  好
[01:16:13.280 --> 01:16:14.280]  好
[01:16:14.280 --> 01:16:15.280]  好
[01:16:15.280 --> 01:16:16.280]  好
[01:16:16.280 --> 01:16:17.280]  好
[01:16:17.280 --> 01:16:18.280]  好
[01:16:18.280 --> 01:16:19.280]  好
[01:16:19.280 --> 01:16:20.280]  好
[01:16:20.280 --> 01:16:21.280]  好
[01:16:21.280 --> 01:16:22.280]  好
[01:16:22.280 --> 01:16:23.280]  好
[01:16:23.280 --> 01:16:24.280]  好
[01:16:24.280 --> 01:16:25.280]  好
[01:16:25.280 --> 01:16:26.280]  好
[01:16:26.280 --> 01:16:27.280]  好
[01:16:27.280 --> 01:16:28.280]  好
[01:16:28.280 --> 01:16:29.280]  好
[01:16:29.280 --> 01:16:30.280]  好
[01:16:30.280 --> 01:16:31.280]  好
[01:16:31.280 --> 01:16:32.280]  好
[01:16:32.280 --> 01:16:33.280]  好
[01:16:33.280 --> 01:16:34.280]  好
[01:16:34.280 --> 01:16:35.280]  好
[01:16:35.280 --> 01:16:36.280]  好
[01:16:36.280 --> 01:16:37.280]  好
[01:16:37.280 --> 01:16:38.280]  好
[01:16:38.280 --> 01:16:39.280]  好
[01:16:39.280 --> 01:16:40.280]  好
[01:16:40.280 --> 01:16:41.280]  好
[01:16:41.280 --> 01:16:42.280]  好
[01:16:42.280 --> 01:16:43.280]  好
[01:16:43.280 --> 01:16:44.280]  好
[01:16:44.280 --> 01:16:45.280]  好
[01:16:45.280 --> 01:16:46.280]  好
[01:16:46.280 --> 01:16:47.280]  好
[01:16:47.280 --> 01:16:48.280]  好
[01:16:48.280 --> 01:16:49.280]  好
[01:16:49.280 --> 01:16:50.280]  好
[01:16:50.280 --> 01:16:51.280]  好
[01:16:51.280 --> 01:16:52.280]  好
[01:16:52.280 --> 01:16:53.280]  好
[01:16:53.280 --> 01:16:54.280]  好
[01:16:54.280 --> 01:16:55.280]  好
[01:16:55.280 --> 01:16:56.280]  好
[01:16:56.280 --> 01:16:57.280]  好
[01:16:57.280 --> 01:16:58.280]  好
[01:16:58.280 --> 01:16:59.280]  好
[01:16:59.280 --> 01:17:00.280]  好
[01:17:00.280 --> 01:17:01.280]  好
[01:17:01.280 --> 01:17:02.280]  好
[01:17:02.280 --> 01:17:03.280]  好
[01:17:03.280 --> 01:17:04.280]  好
[01:17:04.280 --> 01:17:05.280]  好
[01:17:05.280 --> 01:17:06.280]  好
[01:17:06.280 --> 01:17:07.280]  好
[01:17:07.280 --> 01:17:08.280]  好
[01:17:08.280 --> 01:17:09.280]  好
[01:17:09.280 --> 01:17:10.280]  好
[01:17:10.280 --> 01:17:11.280]  好
[01:17:11.280 --> 01:17:12.280]  好
[01:17:12.280 --> 01:17:13.280]  好
[01:17:13.280 --> 01:17:14.280]  好
[01:17:14.280 --> 01:17:15.280]  好
[01:17:15.280 --> 01:17:16.280]  好
[01:17:16.280 --> 01:17:17.280]  好
[01:17:17.280 --> 01:17:18.280]  好
[01:17:18.280 --> 01:17:19.280]  好
[01:17:19.280 --> 01:17:20.280]  好
[01:17:20.280 --> 01:17:21.280]  好
[01:17:21.280 --> 01:17:22.280]  好
[01:17:22.280 --> 01:17:23.280]  好
[01:17:23.280 --> 01:17:24.280]  好
[01:17:24.280 --> 01:17:25.280]  好
[01:17:25.280 --> 01:17:26.280]  好
[01:17:26.280 --> 01:17:27.280]  好
[01:17:27.280 --> 01:17:28.280]  好
[01:17:28.280 --> 01:17:29.280]  好
[01:17:29.280 --> 01:17:30.280]  好
[01:17:30.280 --> 01:17:31.280]  好
[01:17:31.280 --> 01:17:32.280]  好
[01:17:32.280 --> 01:17:33.280]  好
[01:17:33.280 --> 01:17:34.280]  好
[01:17:34.280 --> 01:17:35.280]  好
[01:17:35.280 --> 01:17:36.280]  好
[01:17:36.280 --> 01:17:37.280]  好
[01:17:37.280 --> 01:17:38.280]  好
[01:17:38.280 --> 01:17:39.280]  好
[01:17:39.280 --> 01:17:40.280]  好
[01:17:40.280 --> 01:17:41.280]  好
[01:17:41.280 --> 01:17:42.280]  好
[01:17:42.280 --> 01:17:43.280]  好
[01:17:43.280 --> 01:17:44.280]  好
[01:17:44.280 --> 01:17:45.280]  好
[01:17:45.280 --> 01:17:46.280]  好
[01:17:46.280 --> 01:17:47.280]  好
[01:17:47.280 --> 01:17:48.280]  好
[01:17:48.280 --> 01:17:49.280]  好
[01:17:49.280 --> 01:17:50.280]  好
[01:17:50.280 --> 01:17:51.280]  好
[01:17:51.280 --> 01:17:52.280]  好
[01:17:52.280 --> 01:17:53.280]  好
[01:17:53.280 --> 01:17:54.280]  好
[01:17:54.280 --> 01:17:55.280]  好
[01:17:55.280 --> 01:17:56.280]  好
[01:17:56.280 --> 01:17:57.280]  好
[01:17:57.280 --> 01:17:58.280]  好
[01:17:58.280 --> 01:17:59.280]  好
[01:17:59.280 --> 01:18:00.280]  好
[01:18:00.280 --> 01:18:01.280]  好
[01:18:01.280 --> 01:18:02.280]  好
[01:18:02.280 --> 01:18:03.280]  好
[01:18:03.280 --> 01:18:04.280]  好
[01:18:04.280 --> 01:18:05.280]  好
[01:18:05.280 --> 01:18:06.280]  好
[01:18:06.280 --> 01:18:07.280]  好
[01:18:07.280 --> 01:18:08.280]  好
[01:18:08.280 --> 01:18:09.280]  好
[01:18:09.280 --> 01:18:10.280]  好
[01:18:10.280 --> 01:18:11.280]  好
[01:18:11.280 --> 01:18:12.280]  好
[01:18:12.280 --> 01:18:13.280]  好
[01:18:13.280 --> 01:18:14.280]  好
[01:18:14.280 --> 01:18:15.280]  好
[01:18:15.280 --> 01:18:16.280]  好
[01:18:16.280 --> 01:18:17.280]  好
[01:18:17.280 --> 01:18:18.280]  好
[01:18:18.280 --> 01:18:19.280]  好
[01:18:19.280 --> 01:18:20.280]  好
[01:18:20.280 --> 01:18:21.280]  好
[01:18:21.280 --> 01:18:22.280]  好
[01:18:22.280 --> 01:18:23.280]  好
[01:18:23.280 --> 01:18:24.280]  好
[01:18:24.280 --> 01:18:25.280]  好
[01:18:25.280 --> 01:18:26.280]  好
[01:18:26.280 --> 01:18:27.280]  好
[01:18:27.280 --> 01:18:28.280]  好
[01:18:28.280 --> 01:18:29.280]  好
[01:18:29.280 --> 01:18:30.280]  好
[01:18:30.280 --> 01:18:31.280]  好
[01:18:31.280 --> 01:18:32.280]  好
[01:18:32.280 --> 01:18:33.280]  好
[01:18:33.280 --> 01:18:34.280]  好
[01:18:34.280 --> 01:18:35.280]  好
[01:18:35.280 --> 01:18:36.280]  好
[01:18:36.280 --> 01:18:37.280]  好
[01:18:37.280 --> 01:18:38.280]  好
[01:18:38.280 --> 01:18:39.280]  好
[01:18:39.280 --> 01:18:40.280]  好
[01:18:40.280 --> 01:18:41.280]  好
[01:18:41.280 --> 01:18:42.280]  好
[01:18:42.280 --> 01:18:43.280]  好
[01:18:43.280 --> 01:18:44.280]  好
[01:18:44.280 --> 01:18:45.280]  好
[01:18:45.280 --> 01:18:46.280]  好
[01:18:46.280 --> 01:18:47.280]  好
[01:18:47.280 --> 01:18:48.280]  好
[01:18:48.280 --> 01:18:49.280]  好
[01:18:49.280 --> 01:18:50.280]  好
[01:18:50.280 --> 01:18:51.280]  好
[01:18:51.280 --> 01:18:52.280]  好
[01:18:52.280 --> 01:18:53.280]  好
[01:18:53.280 --> 01:18:54.280]  好
[01:18:54.280 --> 01:18:55.280]  好
[01:18:55.280 --> 01:18:56.280]  好
[01:18:56.280 --> 01:18:57.280]  好
[01:18:57.280 --> 01:18:58.280]  好
[01:18:58.280 --> 01:18:59.280]  好
[01:18:59.280 --> 01:19:00.280]  好
[01:19:00.280 --> 01:19:01.280]  好
[01:19:01.280 --> 01:19:02.280]  好
[01:19:02.280 --> 01:19:03.280]  好
[01:19:03.280 --> 01:19:04.280]  好
[01:19:04.280 --> 01:19:05.280]  好
[01:19:05.280 --> 01:19:06.280]  好
[01:19:06.280 --> 01:19:07.280]  好
[01:19:07.280 --> 01:19:08.280]  好
[01:19:08.280 --> 01:19:09.280]  好
[01:19:09.280 --> 01:19:10.280]  好
[01:19:10.280 --> 01:19:11.280]  好
[01:19:11.280 --> 01:19:12.280]  好
[01:19:12.280 --> 01:19:13.280]  好
[01:19:13.280 --> 01:19:14.280]  好
[01:19:14.280 --> 01:19:15.280]  好
[01:19:15.280 --> 01:19:16.280]  好
[01:19:16.280 --> 01:19:17.280]  好
[01:19:17.280 --> 01:19:18.280]  好
[01:19:18.280 --> 01:19:19.280]  好
[01:19:19.280 --> 01:19:20.280]  好
[01:19:20.280 --> 01:19:21.280]  好
[01:19:21.280 --> 01:19:22.280]  好
[01:19:22.280 --> 01:19:23.280]  好
[01:19:23.280 --> 01:19:24.280]  好
[01:19:24.280 --> 01:19:25.280]  好
[01:19:25.280 --> 01:19:26.280]  好
[01:19:26.280 --> 01:19:27.280]  好
[01:19:27.280 --> 01:19:28.280]  好
[01:19:28.280 --> 01:19:29.280]  好
[01:19:29.280 --> 01:19:30.280]  好
[01:19:30.280 --> 01:19:31.280]  好
[01:19:31.280 --> 01:19:32.280]  好
[01:19:32.280 --> 01:19:33.280]  好
[01:19:33.280 --> 01:19:34.280]  好
[01:19:34.280 --> 01:19:35.280]  好
[01:19:35.280 --> 01:19:36.280]  好
[01:19:36.280 --> 01:19:37.280]  好
[01:19:37.280 --> 01:19:38.280]  好
[01:19:38.280 --> 01:19:39.280]  好
[01:19:39.280 --> 01:19:40.280]  好
[01:19:40.280 --> 01:19:41.280]  好
[01:19:41.280 --> 01:19:42.280]  好
[01:19:42.280 --> 01:19:43.280]  好
[01:19:43.280 --> 01:19:44.280]  好
[01:19:44.280 --> 01:19:45.280]  好
[01:19:45.280 --> 01:19:46.280]  好
[01:19:46.280 --> 01:19:47.280]  好
[01:19:47.280 --> 01:19:48.280]  好
[01:19:48.280 --> 01:19:49.280]  好
[01:19:49.280 --> 01:19:50.280]  好
[01:19:50.280 --> 01:19:51.280]  好
[01:19:51.280 --> 01:19:52.280]  好
[01:19:52.280 --> 01:19:53.280]  好
[01:19:53.280 --> 01:19:54.280]  好
[01:19:54.280 --> 01:19:55.280]  好
[01:19:55.280 --> 01:19:56.280]  好
[01:19:56.280 --> 01:19:57.280]  好
[01:19:57.280 --> 01:19:58.280]  好
[01:19:58.280 --> 01:19:59.280]  好
[01:19:59.280 --> 01:20:00.280]  好
[01:20:00.280 --> 01:20:01.280]  好
[01:20:01.280 --> 01:20:02.280]  好
[01:20:02.280 --> 01:20:03.280]  好
[01:20:03.280 --> 01:20:04.280]  好
[01:20:04.280 --> 01:20:05.280]  好
[01:20:05.280 --> 01:20:06.280]  好
[01:20:06.280 --> 01:20:07.280]  好
[01:20:07.280 --> 01:20:08.280]  好
[01:20:08.280 --> 01:20:09.280]  好
[01:20:09.280 --> 01:20:10.280]  好
[01:20:10.280 --> 01:20:11.280]  好
[01:20:11.280 --> 01:20:12.280]  好
[01:20:12.280 --> 01:20:13.280]  好
[01:20:13.280 --> 01:20:14.280]  好
[01:20:14.280 --> 01:20:15.280]  好
[01:20:15.280 --> 01:20:16.280]  好
[01:20:16.280 --> 01:20:17.280]  好
[01:20:17.280 --> 01:20:18.280]  好
[01:20:18.280 --> 01:20:19.280]  好
[01:20:19.280 --> 01:20:20.280]  好
[01:20:20.280 --> 01:20:21.280]  好
[01:20:21.280 --> 01:20:22.280]  好
[01:20:22.280 --> 01:20:23.280]  好
[01:20:23.280 --> 01:20:24.280]  好
[01:20:24.280 --> 01:20:25.280]  好
[01:20:25.280 --> 01:20:26.280]  好
[01:20:26.280 --> 01:20:27.280]  好
[01:20:27.280 --> 01:20:28.280]  好
[01:20:28.280 --> 01:20:29.280]  好
[01:20:29.280 --> 01:20:30.280]  好
[01:20:30.280 --> 01:20:31.280]  好
[01:20:31.280 --> 01:20:32.280]  好
[01:20:32.280 --> 01:20:33.280]  好
[01:20:33.280 --> 01:20:34.280]  好
[01:20:34.280 --> 01:20:35.280]  好
[01:20:35.280 --> 01:20:36.280]  好
[01:20:36.280 --> 01:20:37.280]  好
[01:20:37.280 --> 01:20:38.280]  好
[01:20:38.280 --> 01:20:39.280]  好
[01:20:39.280 --> 01:20:40.280]  好
[01:20:40.280 --> 01:20:41.280]  好
[01:20:41.280 --> 01:20:42.280]  好
[01:20:42.280 --> 01:20:43.280]  好
[01:20:43.280 --> 01:20:44.280]  好
[01:20:44.280 --> 01:20:45.280]  好
[01:20:45.280 --> 01:20:46.280]  好
[01:20:46.280 --> 01:20:47.280]  好
[01:20:47.280 --> 01:20:48.280]  好
[01:20:48.280 --> 01:20:49.280]  好
[01:20:49.280 --> 01:20:50.280]  好
[01:20:50.280 --> 01:20:51.280]  好
[01:20:51.280 --> 01:20:52.280]  好
[01:20:52.280 --> 01:20:53.280]  好
